2026-04-17 11:29:02,722 - ALERT - IP: 192.168.1.16 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 16:04:49,473 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,480 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,481 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,485 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,488 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,496 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,500 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,504 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,512 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,514 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,518 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,521 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,531 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,533 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,537 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,541 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,545 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,552 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,561 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,564 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,567 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,571 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,576 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,580 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,585 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,591 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,593 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,596 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,600 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,607 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,611 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,614 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,620 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,623 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,627 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,629 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,636 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,640 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,646 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,652 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,654 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,658 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,662 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,667 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,670 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,674 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,681 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,690 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,692 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,696 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,700 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,704 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,709 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,716 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,718 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,722 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,731 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,733 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,735 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,739 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,744 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,750 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,754 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,761 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,765 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,768 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,772 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,779 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,780 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,784 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,787 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,796 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,797 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,803 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,808 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,814 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,817 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,824 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,826 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,830 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,835 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,842 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,843 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,847 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,852 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,856 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,867 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,870 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,872 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:49,884 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,908 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,909 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,910 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,914 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,922 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,937 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,955 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,958 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,966 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,971 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,976 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,991 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:50,997 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,005 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,012 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,024 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,029 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,037 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,044 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,055 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,057 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,062 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,067 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,078 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,081 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,085 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,089 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,095 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,101 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,112 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,118 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,122 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,127 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,141 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,148 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,153 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,166 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,168 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,201 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,214 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,223 - ALERT - [CRITICAL] [Conf: 1.00] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,232 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,246 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,248 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,256 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,266 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,272 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,276 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,283 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,287 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,293 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,295 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,300 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,307 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,308 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,312 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,315 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,321 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,323 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,329 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,334 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,342 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,345 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,349 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,353 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,359 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,362 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,366 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,373 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
2026-04-17 16:04:51,375 - ALERT - [CRITICAL] [Conf: 0.99] IP: 10.0.0.5 | Attack: DoS | MITRE: T1499 | Action: Rate Limit & Drop traffic
